,FECHASQL,UEN,Dia,Porcentaje,CODPRODUCTO,VENTAS
1840,2023-05-26,PERDRIEL,viernes,3.23%,EU,26580.65
1841,2023-05-27,PERDRIEL,sábado,3.23%,EU,26580.65
1842,2023-05-28,PERDRIEL,domingo,3.23%,EU,26580.65
1843,2023-05-29,PERDRIEL,lunes,3.23%,EU,26580.65
1844,2023-05-30,PERDRIEL,martes,3.23%,EU,26580.65
1845,2023-05-31,PERDRIEL,miércoles,3.23%,EU,26580.65
1846,2023-05-01,SAN JOSE,lunes,5.10%,GO,1835.46
1847,2023-05-02,SAN JOSE,martes,3.07%,GO,1105.2
1848,2023-05-03,SAN JOSE,miércoles,3.07%,GO,1105.2
1849,2023-05-04,SAN JOSE,jueves,4.04%,GO,1454.4
1850,2023-05-05,SAN JOSE,viernes,4.33%,GO,1558.8
1851,2023-05-06,SAN JOSE,sábado,3.07%,GO,1105.2
1852,2023-05-07,SAN JOSE,domingo,3.07%,GO,1105.2
1853,2023-05-08,SAN JOSE,lunes,4.04%,GO,1454.4
1854,2023-05-09,SAN JOSE,martes,3.07%,GO,1105.2
1855,2023-05-10,SAN JOSE,miércoles,3.07%,GO,1105.2
1856,2023-05-11,SAN JOSE,jueves,4.04%,GO,1454.4
1857,2023-05-12,SAN JOSE,viernes,3.83%,GO,1378.8
1858,2023-05-13,SAN JOSE,sábado,2.57%,GO,925.2
1859,2023-05-14,SAN JOSE,domingo,2.57%,GO,925.2
1860,2023-05-15,SAN JOSE,lunes,3.54%,GO,1274.4
1861,2023-05-16,SAN JOSE,martes,2.57%,GO,925.2
1862,2023-05-17,SAN JOSE,miércoles,2.57%,GO,925.2
1863,2023-05-18,SAN JOSE,jueves,3.54%,GO,1274.4
1864,2023-05-19,SAN JOSE,viernes,3.83%,GO,1378.8
1865,2023-05-20,SAN JOSE,sábado,2.57%,GO,925.2
1866,2023-05-21,SAN JOSE,domingo,2.57%,GO,925.2
1867,2023-05-22,SAN JOSE,lunes,3.54%,GO,1274.4
1868,2023-05-23,SAN JOSE,martes,2.57%,GO,925.2
1869,2023-05-24,SAN JOSE,miércoles,2.57%,GO,925.2
1870,2023-05-25,SAN JOSE,jueves,3.54%,GO,1274.4
1871,2023-05-26,SAN JOSE,viernes,3.83%,GO,1378.8
1872,2023-05-27,SAN JOSE,sábado,2.57%,GO,925.2
1873,2023-05-28,SAN JOSE,domingo,2.57%,GO,925.2
1874,2023-05-29,SAN JOSE,lunes,3.54%,GO,1274.4
1875,2023-05-30,SAN JOSE,martes,2.57%,GO,925.2
1876,2023-05-31,SAN JOSE,miércoles,2.57%,GO,925.74
1877,2023-05-01,SAN JOSE,lunes,5.10%,EU,3059.1
1878,2023-05-02,SAN JOSE,martes,3.07%,EU,1842.0
1879,2023-05-03,SAN JOSE,miércoles,3.07%,EU,1842.0
1880,2023-05-04,SAN JOSE,jueves,4.04%,EU,2424.0
1881,2023-05-05,SAN JOSE,viernes,4.33%,EU,2598.0
1882,2023-05-06,SAN JOSE,sábado,3.07%,EU,1842.0
1883,2023-05-07,SAN JOSE,domingo,3.07%,EU,1842.0
1884,2023-05-08,SAN JOSE,lunes,4.04%,EU,2424.0
1885,2023-05-09,SAN JOSE,martes,3.07%,EU,1842.0
1886,2023-05-10,SAN JOSE,miércoles,3.07%,EU,1842.0
1887,2023-05-11,SAN JOSE,jueves,4.04%,EU,2424.0
1888,2023-05-12,SAN JOSE,viernes,3.83%,EU,2298.0
1889,2023-05-13,SAN JOSE,sábado,2.57%,EU,1542.0
1890,2023-05-14,SAN JOSE,domingo,2.57%,EU,1542.0
1891,2023-05-15,SAN JOSE,lunes,3.54%,EU,2124.0
1892,2023-05-16,SAN JOSE,martes,2.57%,EU,1542.0
1893,2023-05-17,SAN JOSE,miércoles,2.57%,EU,1542.0
1894,2023-05-18,SAN JOSE,jueves,3.54%,EU,2124.0
1895,2023-05-19,SAN JOSE,viernes,3.83%,EU,2298.0
1896,2023-05-20,SAN JOSE,sábado,2.57%,EU,1542.0
1897,2023-05-21,SAN JOSE,domingo,2.57%,EU,1542.0
1898,2023-05-22,SAN JOSE,lunes,3.54%,EU,2124.0
1899,2023-05-23,SAN JOSE,martes,2.57%,EU,1542.0
1900,2023-05-24,SAN JOSE,miércoles,2.57%,EU,1542.0
1901,2023-05-25,SAN JOSE,jueves,3.54%,EU,2124.0
1902,2023-05-26,SAN JOSE,viernes,3.83%,EU,2298.0
1903,2023-05-27,SAN JOSE,sábado,2.57%,EU,1542.0
1904,2023-05-28,SAN JOSE,domingo,2.57%,EU,1542.0
1905,2023-05-29,SAN JOSE,lunes,3.54%,EU,2124.0
1906,2023-05-30,SAN JOSE,martes,2.57%,EU,1542.0
1907,2023-05-31,SAN JOSE,miércoles,2.57%,EU,1542.9
1908,2023-05-01,LAMADRID,lunes,5.10%,GO,4532.57
1909,2023-05-02,LAMADRID,martes,3.07%,GO,2729.23
1910,2023-05-03,LAMADRID,miércoles,3.07%,GO,2729.23
1911,2023-05-04,LAMADRID,jueves,4.04%,GO,3591.56
1912,2023-05-05,LAMADRID,viernes,4.33%,GO,3849.37
1913,2023-05-06,LAMADRID,sábado,3.07%,GO,2729.23
1914,2023-05-07,LAMADRID,domingo,3.07%,GO,2729.23
1915,2023-05-08,LAMADRID,lunes,4.04%,GO,3591.56
1916,2023-05-09,LAMADRID,martes,3.07%,GO,2729.23
1917,2023-05-10,LAMADRID,miércoles,3.07%,GO,2729.23
1918,2023-05-11,LAMADRID,jueves,4.04%,GO,3591.56
1919,2023-05-12,LAMADRID,viernes,3.83%,GO,3404.87
1920,2023-05-13,LAMADRID,sábado,2.57%,GO,2284.73
1921,2023-05-14,LAMADRID,domingo,2.57%,GO,2284.73
1922,2023-05-15,LAMADRID,lunes,3.54%,GO,3147.06
1923,2023-05-16,LAMADRID,martes,2.57%,GO,2284.73
1924,2023-05-17,LAMADRID,miércoles,2.57%,GO,2284.73
1925,2023-05-18,LAMADRID,jueves,3.54%,GO,3147.06
1926,2023-05-19,LAMADRID,viernes,3.83%,GO,3404.87
1927,2023-05-20,LAMADRID,sábado,2.57%,GO,2284.73
1928,2023-05-21,LAMADRID,domingo,2.57%,GO,2284.73
1929,2023-05-22,LAMADRID,lunes,3.54%,GO,3147.06
1930,2023-05-23,LAMADRID,martes,2.57%,GO,2284.73
1931,2023-05-24,LAMADRID,miércoles,2.57%,GO,2284.73
1932,2023-05-25,LAMADRID,jueves,3.54%,GO,3147.06
1933,2023-05-26,LAMADRID,viernes,3.83%,GO,3404.87
1934,2023-05-27,LAMADRID,sábado,2.57%,GO,2284.73
1935,2023-05-28,LAMADRID,domingo,2.57%,GO,2284.73
1936,2023-05-29,LAMADRID,lunes,3.54%,GO,3147.06
1937,2023-05-30,LAMADRID,martes,2.57%,GO,2284.73
1938,2023-05-31,LAMADRID,miércoles,2.57%,GO,2286.06
1939,2023-05-01,LAMADRID,lunes,5.10%,EU,5200.47
1940,2023-05-02,LAMADRID,martes,3.07%,EU,3131.4
1941,2023-05-03,LAMADRID,miércoles,3.07%,EU,3131.4
1942,2023-05-04,LAMADRID,jueves,4.04%,EU,4120.8
1943,2023-05-05,LAMADRID,viernes,4.33%,EU,4416.6
1944,2023-05-06,LAMADRID,sábado,3.07%,EU,3131.4
1945,2023-05-07,LAMADRID,domingo,3.07%,EU,3131.4
1946,2023-05-08,LAMADRID,lunes,4.04%,EU,4120.8
1947,2023-05-09,LAMADRID,martes,3.07%,EU,3131.4
1948,2023-05-10,LAMADRID,miércoles,3.07%,EU,3131.4
1949,2023-05-11,LAMADRID,jueves,4.04%,EU,4120.8
1950,2023-05-12,LAMADRID,viernes,3.83%,EU,3906.6
1951,2023-05-13,LAMADRID,sábado,2.57%,EU,2621.4
1952,2023-05-14,LAMADRID,domingo,2.57%,EU,2621.4
1953,2023-05-15,LAMADRID,lunes,3.54%,EU,3610.8
1954,2023-05-16,LAMADRID,martes,2.57%,EU,2621.4
1955,2023-05-17,LAMADRID,miércoles,2.57%,EU,2621.4
1956,2023-05-18,LAMADRID,jueves,3.54%,EU,3610.8
1957,2023-05-19,LAMADRID,viernes,3.83%,EU,3906.6
1958,2023-05-20,LAMADRID,sábado,2.57%,EU,2621.4
1959,2023-05-21,LAMADRID,domingo,2.57%,EU,2621.4
1960,2023-05-22,LAMADRID,lunes,3.54%,EU,3610.8
1961,2023-05-23,LAMADRID,martes,2.57%,EU,2621.4
1962,2023-05-24,LAMADRID,miércoles,2.57%,EU,2621.4
1963,2023-05-25,LAMADRID,jueves,3.54%,EU,3610.8
1964,2023-05-26,LAMADRID,viernes,3.83%,EU,3906.6
1965,2023-05-27,LAMADRID,sábado,2.57%,EU,2621.4
1966,2023-05-28,LAMADRID,domingo,2.57%,EU,2621.4
1967,2023-05-29,LAMADRID,lunes,3.54%,EU,3610.8
1968,2023-05-30,LAMADRID,martes,2.57%,EU,2621.4
1969,2023-05-31,LAMADRID,miércoles,2.57%,EU,2622.93
1970,2023-05-01,PUENTE OLIVE,lunes,5.10%,GO,10451.93
1971,2023-05-02,PUENTE OLIVE,martes,3.07%,GO,6293.5
1972,2023-05-03,PUENTE OLIVE,miércoles,3.07%,GO,6293.5
1973,2023-05-04,PUENTE OLIVE,jueves,4.04%,GO,8282.0
1974,2023-05-05,PUENTE OLIVE,viernes,4.33%,GO,8876.5
1975,2023-05-06,PUENTE OLIVE,sábado,3.07%,GO,6293.5
1976,2023-05-07,PUENTE OLIVE,domingo,3.07%,GO,6293.5
1977,2023-05-08,PUENTE OLIVE,lunes,4.04%,GO,8282.0
1978,2023-05-09,PUENTE OLIVE,martes,3.07%,GO,6293.5
1979,2023-05-10,PUENTE OLIVE,miércoles,3.07%,GO,6293.5
1980,2023-05-11,PUENTE OLIVE,jueves,4.04%,GO,8282.0
1981,2023-05-12,PUENTE OLIVE,viernes,3.83%,GO,7851.5
1982,2023-05-13,PUENTE OLIVE,sábado,2.57%,GO,5268.5
1983,2023-05-14,PUENTE OLIVE,domingo,2.57%,GO,5268.5
1984,2023-05-15,PUENTE OLIVE,lunes,3.54%,GO,7257.0
1985,2023-05-16,PUENTE OLIVE,martes,2.57%,GO,5268.5
1986,2023-05-17,PUENTE OLIVE,miércoles,2.57%,GO,5268.5
1987,2023-05-18,PUENTE OLIVE,jueves,3.54%,GO,7257.0
1988,2023-05-19,PUENTE OLIVE,viernes,3.83%,GO,7851.5
1989,2023-05-20,PUENTE OLIVE,sábado,2.57%,GO,5268.5
1990,2023-05-21,PUENTE OLIVE,domingo,2.57%,GO,5268.5
1991,2023-05-22,PUENTE OLIVE,lunes,3.54%,GO,7257.0
1992,2023-05-23,PUENTE OLIVE,martes,2.57%,GO,5268.5
1993,2023-05-24,PUENTE OLIVE,miércoles,2.57%,GO,5268.5
1994,2023-05-25,PUENTE OLIVE,jueves,3.54%,GO,7257.0
1995,2023-05-26,PUENTE OLIVE,viernes,3.83%,GO,7851.5
1996,2023-05-27,PUENTE OLIVE,sábado,2.57%,GO,5268.5
1997,2023-05-28,PUENTE OLIVE,domingo,2.57%,GO,5268.5
1998,2023-05-29,PUENTE OLIVE,lunes,3.54%,GO,7257.0
1999,2023-05-30,PUENTE OLIVE,martes,2.57%,GO,5268.5
2000,2023-05-31,PUENTE OLIVE,miércoles,2.57%,GO,5271.58
2001,2023-05-01,PUENTE OLIVE,lunes,5.10%,EU,5557.37
2002,2023-05-02,PUENTE OLIVE,martes,3.07%,EU,3346.3
2003,2023-05-03,PUENTE OLIVE,miércoles,3.07%,EU,3346.3
2004,2023-05-04,PUENTE OLIVE,jueves,4.04%,EU,4403.6
2005,2023-05-05,PUENTE OLIVE,viernes,4.33%,EU,4719.7
2006,2023-05-06,PUENTE OLIVE,sábado,3.07%,EU,3346.3
2007,2023-05-07,PUENTE OLIVE,domingo,3.07%,EU,3346.3
2008,2023-05-08,PUENTE OLIVE,lunes,4.04%,EU,4403.6
2009,2023-05-09,PUENTE OLIVE,martes,3.07%,EU,3346.3
2010,2023-05-10,PUENTE OLIVE,miércoles,3.07%,EU,3346.3
2011,2023-05-11,PUENTE OLIVE,jueves,4.04%,EU,4403.6
2012,2023-05-12,PUENTE OLIVE,viernes,3.83%,EU,4174.7
2013,2023-05-13,PUENTE OLIVE,sábado,2.57%,EU,2801.3
2014,2023-05-14,PUENTE OLIVE,domingo,2.57%,EU,2801.3
2015,2023-05-15,PUENTE OLIVE,lunes,3.54%,EU,3858.6
2016,2023-05-16,PUENTE OLIVE,martes,2.57%,EU,2801.3
2017,2023-05-17,PUENTE OLIVE,miércoles,2.57%,EU,2801.3
2018,2023-05-18,PUENTE OLIVE,jueves,3.54%,EU,3858.6
2019,2023-05-19,PUENTE OLIVE,viernes,3.83%,EU,4174.7
2020,2023-05-20,PUENTE OLIVE,sábado,2.57%,EU,2801.3
2021,2023-05-21,PUENTE OLIVE,domingo,2.57%,EU,2801.3
2022,2023-05-22,PUENTE OLIVE,lunes,3.54%,EU,3858.6
2023,2023-05-23,PUENTE OLIVE,martes,2.57%,EU,2801.3
2024,2023-05-24,PUENTE OLIVE,miércoles,2.57%,EU,2801.3
2025,2023-05-25,PUENTE OLIVE,jueves,3.54%,EU,3858.6
2026,2023-05-26,PUENTE OLIVE,viernes,3.83%,EU,4174.7
2027,2023-05-27,PUENTE OLIVE,sábado,2.57%,EU,2801.3
2028,2023-05-28,PUENTE OLIVE,domingo,2.57%,EU,2801.3
2029,2023-05-29,PUENTE OLIVE,lunes,3.54%,EU,3858.6
2030,2023-05-30,PUENTE OLIVE,martes,2.57%,EU,2801.3
2031,2023-05-31,PUENTE OLIVE,miércoles,2.57%,EU,2802.94
2032,2023-05-01,PERDRIEL2,lunes,3.23%,GO,35000.0
2033,2023-05-02,PERDRIEL2,martes,3.23%,GO,35000.0
2034,2023-05-03,PERDRIEL2,miércoles,3.23%,GO,35000.0
2035,2023-05-04,PERDRIEL2,jueves,3.23%,GO,35000.0
2036,2023-05-05,PERDRIEL2,viernes,3.23%,GO,35000.0
2037,2023-05-06,PERDRIEL2,sábado,3.23%,GO,35000.0
2038,2023-05-07,PERDRIEL2,domingo,3.23%,GO,35000.0
2039,2023-05-08,PERDRIEL2,lunes,3.23%,GO,35000.0
2040,2023-05-09,PERDRIEL2,martes,3.23%,GO,35000.0
2041,2023-05-10,PERDRIEL2,miércoles,3.23%,GO,35000.0
2042,2023-05-11,PERDRIEL2,jueves,3.23%,GO,35000.0
2043,2023-05-12,PERDRIEL2,viernes,3.23%,GO,35000.0
2044,2023-05-13,PERDRIEL2,sábado,3.23%,GO,35000.0
2045,2023-05-14,PERDRIEL2,domingo,3.23%,GO,35000.0
2046,2023-05-15,PERDRIEL2,lunes,3.23%,GO,35000.0
2047,2023-05-16,PERDRIEL2,martes,3.23%,GO,35000.0
2048,2023-05-17,PERDRIEL2,miércoles,3.23%,GO,35000.0
2049,2023-05-18,PERDRIEL2,jueves,3.23%,GO,35000.0
2050,2023-05-19,PERDRIEL2,viernes,3.23%,GO,35000.0
2051,2023-05-20,PERDRIEL2,sábado,3.23%,GO,35000.0
2052,2023-05-21,PERDRIEL2,domingo,3.23%,GO,35000.0
2053,2023-05-22,PERDRIEL2,lunes,3.23%,GO,35000.0
2054,2023-05-23,PERDRIEL2,martes,3.23%,GO,35000.0
2055,2023-05-24,PERDRIEL2,miércoles,3.23%,GO,35000.0
2056,2023-05-25,PERDRIEL2,jueves,3.23%,GO,35000.0
2057,2023-05-26,PERDRIEL2,viernes,3.23%,GO,35000.0
2058,2023-05-27,PERDRIEL2,sábado,3.23%,GO,35000.0
2059,2023-05-28,PERDRIEL2,domingo,3.23%,GO,35000.0
2060,2023-05-29,PERDRIEL2,lunes,3.23%,GO,35000.0
2061,2023-05-30,PERDRIEL2,martes,3.23%,GO,35000.0
2062,2023-05-31,PERDRIEL2,miércoles,3.23%,GO,35000.0
2063,2023-05-01,PERDRIEL2,lunes,3.23%,EU,11032.26
2064,2023-05-02,PERDRIEL2,martes,3.23%,EU,11032.26
2065,2023-05-03,PERDRIEL2,miércoles,3.23%,EU,11032.26
2066,2023-05-04,PERDRIEL2,jueves,3.23%,EU,11032.26
2067,2023-05-05,PERDRIEL2,viernes,3.23%,EU,11032.26
2068,2023-05-06,PERDRIEL2,sábado,3.23%,EU,11032.26
2069,2023-05-07,PERDRIEL2,domingo,3.23%,EU,11032.26
2070,2023-05-08,PERDRIEL2,lunes,3.23%,EU,11032.26
2071,2023-05-09,PERDRIEL2,martes,3.23%,EU,11032.26
2072,2023-05-10,PERDRIEL2,miércoles,3.23%,EU,11032.26
2073,2023-05-11,PERDRIEL2,jueves,3.23%,EU,11032.26
2074,2023-05-12,PERDRIEL2,viernes,3.23%,EU,11032.26
2075,2023-05-13,PERDRIEL2,sábado,3.23%,EU,11032.26
2076,2023-05-14,PERDRIEL2,domingo,3.23%,EU,11032.26
2077,2023-05-15,PERDRIEL2,lunes,3.23%,EU,11032.26
2078,2023-05-16,PERDRIEL2,martes,3.23%,EU,11032.26
2079,2023-05-17,PERDRIEL2,miércoles,3.23%,EU,11032.26
2080,2023-05-18,PERDRIEL2,jueves,3.23%,EU,11032.26
2081,2023-05-19,PERDRIEL2,viernes,3.23%,EU,11032.26
2082,2023-05-20,PERDRIEL2,sábado,3.23%,EU,11032.26
2083,2023-05-21,PERDRIEL2,domingo,3.23%,EU,11032.26
2084,2023-05-22,PERDRIEL2,lunes,3.23%,EU,11032.26
2085,2023-05-23,PERDRIEL2,martes,3.23%,EU,11032.26
2086,2023-05-24,PERDRIEL2,miércoles,3.23%,EU,11032.26
2087,2023-05-25,PERDRIEL2,jueves,3.23%,EU,11032.26
2088,2023-05-26,PERDRIEL2,viernes,3.23%,EU,11032.26
2089,2023-05-27,PERDRIEL2,sábado,3.23%,EU,11032.26
2090,2023-05-28,PERDRIEL2,domingo,3.23%,EU,11032.26
2091,2023-05-29,PERDRIEL2,lunes,3.23%,EU,11032.26
2092,2023-05-30,PERDRIEL2,martes,3.23%,EU,11032.26
2093,2023-05-31,PERDRIEL2,miércoles,3.23%,EU,11032.26
2094,2023-05-01,AZCUENAGA,lunes,5.10%,GO,2447.28
2095,2023-05-02,AZCUENAGA,martes,3.07%,GO,1473.6
2096,2023-05-03,AZCUENAGA,miércoles,3.07%,GO,1473.6
2097,2023-05-04,AZCUENAGA,jueves,4.04%,GO,1939.2
2098,2023-05-05,AZCUENAGA,viernes,4.33%,GO,2078.4
2099,2023-05-06,AZCUENAGA,sábado,3.07%,GO,1473.6
2100,2023-05-07,AZCUENAGA,domingo,3.07%,GO,1473.6
2101,2023-05-08,AZCUENAGA,lunes,4.04%,GO,1939.2
2102,2023-05-09,AZCUENAGA,martes,3.07%,GO,1473.6
2103,2023-05-10,AZCUENAGA,miércoles,3.07%,GO,1473.6
2104,2023-05-11,AZCUENAGA,jueves,4.04%,GO,1939.2
2105,2023-05-12,AZCUENAGA,viernes,3.83%,GO,1838.4
2106,2023-05-13,AZCUENAGA,sábado,2.57%,GO,1233.6
2107,2023-05-14,AZCUENAGA,domingo,2.57%,GO,1233.6
2108,2023-05-15,AZCUENAGA,lunes,3.54%,GO,1699.2
2109,2023-05-16,AZCUENAGA,martes,2.57%,GO,1233.6
2110,2023-05-17,AZCUENAGA,miércoles,2.57%,GO,1233.6
2111,2023-05-18,AZCUENAGA,jueves,3.54%,GO,1699.2
2112,2023-05-19,AZCUENAGA,viernes,3.83%,GO,1838.4
2113,2023-05-20,AZCUENAGA,sábado,2.57%,GO,1233.6
2114,2023-05-21,AZCUENAGA,domingo,2.57%,GO,1233.6
2115,2023-05-22,AZCUENAGA,lunes,3.54%,GO,1699.2
2116,2023-05-23,AZCUENAGA,martes,2.57%,GO,1233.6
2117,2023-05-24,AZCUENAGA,miércoles,2.57%,GO,1233.6
2118,2023-05-25,AZCUENAGA,jueves,3.54%,GO,1699.2
2119,2023-05-26,AZCUENAGA,viernes,3.83%,GO,1838.4
2120,2023-05-27,AZCUENAGA,sábado,2.57%,GO,1233.6
2121,2023-05-28,AZCUENAGA,domingo,2.57%,GO,1233.6
2122,2023-05-29,AZCUENAGA,lunes,3.54%,GO,1699.2
2123,2023-05-30,AZCUENAGA,martes,2.57%,GO,1233.6
2124,2023-05-31,AZCUENAGA,miércoles,2.57%,EU,1234.32
2125,2023-05-01,AZCUENAGA,lunes,5.10%,EU,2549.25
2126,2023-05-02,AZCUENAGA,martes,3.07%,EU,1535.0
2127,2023-05-03,AZCUENAGA,miércoles,3.07%,EU,1535.0
2128,2023-05-04,AZCUENAGA,jueves,4.04%,EU,2020.0
2129,2023-05-05,AZCUENAGA,viernes,4.33%,EU,2165.0
2130,2023-05-06,AZCUENAGA,sábado,3.07%,EU,1535.0
2131,2023-05-07,AZCUENAGA,domingo,3.07%,EU,1535.0
2132,2023-05-08,AZCUENAGA,lunes,4.04%,EU,2020.0
2133,2023-05-09,AZCUENAGA,martes,3.07%,EU,1535.0
2134,2023-05-10,AZCUENAGA,miércoles,3.07%,EU,1535.0
2135,2023-05-11,AZCUENAGA,jueves,4.04%,EU,2020.0
2136,2023-05-12,AZCUENAGA,viernes,3.83%,EU,1915.0
2137,2023-05-13,AZCUENAGA,sábado,2.57%,EU,1285.0
2138,2023-05-14,AZCUENAGA,domingo,2.57%,EU,1285.0
2139,2023-05-15,AZCUENAGA,lunes,3.54%,EU,1770.0
2140,2023-05-16,AZCUENAGA,martes,2.57%,EU,1285.0
2141,2023-05-17,AZCUENAGA,miércoles,2.57%,EU,1285.0
2142,2023-05-18,AZCUENAGA,jueves,3.54%,EU,1770.0
2143,2023-05-19,AZCUENAGA,viernes,3.83%,EU,1915.0
2144,2023-05-20,AZCUENAGA,sábado,2.57%,EU,1285.0
2145,2023-05-21,AZCUENAGA,domingo,2.57%,EU,1285.0
2146,2023-05-22,AZCUENAGA,lunes,3.54%,EU,1770.0
2147,2023-05-23,AZCUENAGA,martes,2.57%,EU,1285.0
2148,2023-05-24,AZCUENAGA,miércoles,2.57%,EU,1285.0
2149,2023-05-25,AZCUENAGA,jueves,3.54%,EU,1770.0
2150,2023-05-26,AZCUENAGA,viernes,3.83%,EU,1915.0
2151,2023-05-27,AZCUENAGA,sábado,2.57%,EU,1285.0
2152,2023-05-28,AZCUENAGA,domingo,2.57%,EU,1285.0
2153,2023-05-29,AZCUENAGA,lunes,3.54%,EU,1770.0
2154,2023-05-30,AZCUENAGA,martes,2.57%,EU,1285.0
2155,2023-05-31,AZCUENAGA,miércoles,2.57%,EU,1285.75
2156,2023-06-01,ADOLFO CALLE,jueves,3.07%,GO,119.73
2157,2023-06-02,ADOLFO CALLE,viernes,4.04%,GO,157.56
2158,2023-06-03,ADOLFO CALLE,sábado,4.33%,GO,168.87
2159,2023-06-04,ADOLFO CALLE,domingo,3.07%,GO,119.73
2160,2023-06-05,ADOLFO CALLE,lunes,3.07%,GO,119.73
2161,2023-06-06,ADOLFO CALLE,martes,4.04%,GO,157.56
2162,2023-06-07,ADOLFO CALLE,miércoles,3.07%,GO,119.73
2163,2023-06-08,ADOLFO CALLE,jueves,3.07%,GO,119.73
2164,2023-06-09,ADOLFO CALLE,viernes,4.04%,GO,157.56
2165,2023-06-10,ADOLFO CALLE,sábado,4.33%,GO,168.87
2166,2023-06-11,ADOLFO CALLE,domingo,3.07%,GO,119.73
2167,2023-06-12,ADOLFO CALLE,lunes,3.07%,GO,119.73
2168,2023-06-13,ADOLFO CALLE,martes,4.04%,GO,157.56
2169,2023-06-14,ADOLFO CALLE,miércoles,3.07%,GO,119.73
2170,2023-06-15,ADOLFO CALLE,jueves,3.07%,GO,119.73
2171,2023-06-16,ADOLFO CALLE,viernes,4.04%,GO,157.56
2172,2023-06-17,ADOLFO CALLE,sábado,4.33%,GO,168.87
2173,2023-06-18,ADOLFO CALLE,domingo,3.07%,GO,119.73
2174,2023-06-19,ADOLFO CALLE,lunes,2.20%,GO,85.8
2175,2023-06-20,ADOLFO CALLE,martes,3.04%,GO,118.56
2176,2023-06-21,ADOLFO CALLE,miércoles,3.07%,GO,119.73
2177,2023-06-22,ADOLFO CALLE,jueves,3.07%,GO,119.73
2178,2023-06-23,ADOLFO CALLE,viernes,3.04%,GO,118.56
2179,2023-06-24,ADOLFO CALLE,sábado,3.33%,GO,129.87
2180,2023-06-25,ADOLFO CALLE,domingo,3.07%,GO,119.73
2181,2023-06-26,ADOLFO CALLE,lunes,3.07%,GO,119.73
2182,2023-06-27,ADOLFO CALLE,martes,4.04%,GO,157.56
2183,2023-06-28,ADOLFO CALLE,miércoles,2.07%,GO,80.73
2184,2023-06-29,ADOLFO CALLE,jueves,3.07%,GO,119.73
2185,2023-06-30,ADOLFO CALLE,viernes,3.04%,GO,118.56
2186,2023-06-01,ADOLFO CALLE,jueves,3.07%,EU,0.0
2187,2023-06-02,ADOLFO CALLE,viernes,4.04%,EU,0.0
2188,2023-06-03,ADOLFO CALLE,sábado,4.33%,EU,0.0
2189,2023-06-04,ADOLFO CALLE,domingo,3.07%,EU,0.0
2190,2023-06-05,ADOLFO CALLE,lunes,3.07%,EU,0.0
2191,2023-06-06,ADOLFO CALLE,martes,4.04%,EU,0.0
2192,2023-06-07,ADOLFO CALLE,miércoles,3.07%,EU,0.0
2193,2023-06-08,ADOLFO CALLE,jueves,3.07%,EU,0.0
2194,2023-06-09,ADOLFO CALLE,viernes,4.04%,EU,0.0
2195,2023-06-10,ADOLFO CALLE,sábado,4.33%,EU,0.0
2196,2023-06-11,ADOLFO CALLE,domingo,3.07%,EU,0.0
2197,2023-06-12,ADOLFO CALLE,lunes,3.07%,EU,0.0
2198,2023-06-13,ADOLFO CALLE,martes,4.04%,EU,0.0
2199,2023-06-14,ADOLFO CALLE,miércoles,3.07%,EU,0.0
2200,2023-06-15,ADOLFO CALLE,jueves,3.07%,EU,0.0
2201,2023-06-16,ADOLFO CALLE,viernes,4.04%,EU,0.0
2202,2023-06-17,ADOLFO CALLE,sábado,4.33%,EU,0.0
2203,2023-06-18,ADOLFO CALLE,domingo,3.07%,EU,0.0
2204,2023-06-19,ADOLFO CALLE,lunes,2.20%,EU,0.0
2205,2023-06-20,ADOLFO CALLE,martes,3.04%,EU,0.0
2206,2023-06-21,ADOLFO CALLE,miércoles,3.07%,EU,0.0
2207,2023-06-22,ADOLFO CALLE,jueves,3.07%,EU,0.0
2208,2023-06-23,ADOLFO CALLE,viernes,3.04%,EU,0.0
2209,2023-06-24,ADOLFO CALLE,sábado,3.33%,EU,0.0
2210,2023-06-25,ADOLFO CALLE,domingo,3.07%,EU,0.0
2211,2023-06-26,ADOLFO CALLE,lunes,3.07%,EU,0.0
2212,2023-06-27,ADOLFO CALLE,martes,4.04%,EU,0.0
2213,2023-06-28,ADOLFO CALLE,miércoles,2.07%,EU,0.0
2214,2023-06-29,ADOLFO CALLE,jueves,3.07%,EU,0.0
2215,2023-06-30,ADOLFO CALLE,viernes,3.04%,EU,0.0
2216,2023-06-01,URQUIZA,jueves,3.07%,GO,310.07
2217,2023-06-02,URQUIZA,viernes,4.04%,GO,408.04
2218,2023-06-03,URQUIZA,sábado,4.33%,GO,437.33
2219,2023-06-04,URQUIZA,domingo,3.07%,GO,310.07
2220,2023-06-05,URQUIZA,lunes,3.07%,GO,310.07
2221,2023-06-06,URQUIZA,martes,4.04%,GO,408.04
2222,2023-06-07,URQUIZA,miércoles,3.07%,GO,310.07
2223,2023-06-08,URQUIZA,jueves,3.07%,GO,310.07
2224,2023-06-09,URQUIZA,viernes,4.04%,GO,408.04
2225,2023-06-10,URQUIZA,sábado,4.33%,GO,437.33
2226,2023-06-11,URQUIZA,domingo,3.07%,GO,310.07
2227,2023-06-12,URQUIZA,lunes,3.07%,GO,310.07
2228,2023-06-13,URQUIZA,martes,4.04%,GO,408.04
